source,osm_type,osm_id,restaurant_id,name,brand,operator,country,city,district,address,postcode,latitude,longitude,phone,website,email,opening_hours,cuisine_type,services,price_range,rating,review_count,facebook,instagram,twitter,payment,internet_access,smoking,reservation,photos,google_maps_url,created_at,raw_tags
OpenStreetMap,node,1932386093,osm_node_1932386093,Diyar Hidd Grills,,,bahrain,Muharraq,,,,26.2447861,50.6555204,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009047,"{'amenity': 'fast_food', 'name': 'Diyar Hidd Grills', 'name:en': 'Diyar Hidd Grills'}"
OpenStreetMap,node,1932386101,osm_node_1932386101,Happy Lettuce Cafeteria,,,bahrain,Muharraq,,,,26.2445415,50.6555176,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009071,"{'amenity': 'cafe', 'name': 'Happy Lettuce Cafeteria', 'name:en': 'Happy Lettuce Cafeteria'}"
OpenStreetMap,node,1932386106,osm_node_1932386106,Hiba Cafeteria,,,bahrain,Muharraq,,,,26.2501472,50.6539503,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009092,"{'amenity': 'cafe', 'name': 'Hiba Cafeteria', 'name:en': 'Hiba Cafeteria'}"
OpenStreetMap,node,1932386129,osm_node_1932386129,Papa John's,Papa John's,,bahrain,Muharraq,,,,26.2560556,50.648212,,,,,['pizza'],['Takeaway'],,,,,,,,,,,,,2026-07-17T01:47:44.009131,"{'amenity': 'fast_food', 'brand': ""Papa John's"", 'brand:wikidata': 'Q2759586', 'brand:wikipedia': ""en:Papa John's Pizza"", 'cuisine': 'pizza', 'name': ""Papa John's"", 'name:en': 'Papa Johns', 'takeaway': 'yes'}"
OpenStreetMap,node,1932386132,osm_node_1932386132,Pizza Italian Palace,,,bahrain,Muharraq,,,,26.250036,50.6535373,,,,,['pizza'],[],,,,,,,,,,,,,2026-07-17T01:47:44.009159,"{'amenity': 'restaurant', 'cuisine': 'pizza', 'name': 'Pizza Italian Palace', 'name:en': 'Pizza Italian Palace'}"
OpenStreetMap,node,1932386135,osm_node_1932386135,Prince,,,bahrain,Muharraq,,,,26.2497925,50.6541071,,,,,['burger'],[],,,,,,,,,,,,,2026-07-17T01:47:44.009182,"{'amenity': 'fast_food', 'cuisine': 'burger', 'name': 'Prince', 'name:en': 'Prince'}"
OpenStreetMap,node,1932386144,osm_node_1932386144,Safwan Cafeteria,,,bahrain,Muharraq,,,,26.2495984,50.6543621,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009205,"{'amenity': 'cafe', 'name': 'Safwan Cafeteria', 'name:en': 'Safwan Cafeteria'}"
OpenStreetMap,node,1933515803,osm_node_1933515803,Al Mudeef Cafeteria,,,bahrain,Muharraq,,,,26.2370667,50.6562474,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009231,"{'amenity': 'cafe', 'name': 'Al Mudeef Cafeteria', 'name:en': 'Al Mudeef Cafeteria'}"
OpenStreetMap,node,1933515804,osm_node_1933515804,Al Mudeef Turkish Grill,,,bahrain,Muharraq,,,,26.2415054,50.6568081,,,,,['turkish'],[],,,,,,,,,,,,,2026-07-17T01:47:44.009261,"{'amenity': 'restaurant', 'cuisine': 'turkish', 'name': 'Al Mudeef Turkish Grill', 'name:en': 'Al Mudeef Turkish Grill', 'source': 'Kaart Ground Survey 2017'}"
OpenStreetMap,node,1933515853,osm_node_1933515853,Heated Land Cafeteria,,,bahrain,Muharraq,,,,26.2388254,50.6522575,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009281,"{'amenity': 'cafe', 'name': 'Heated Land Cafeteria', 'name:en': 'Heated Land Cafeteria'}"
OpenStreetMap,node,1933515855,osm_node_1933515855,Hidd Gate Cafeteria,,,bahrain,Muharraq,,,,26.2422484,50.653383,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009297,"{'amenity': 'cafe', 'name': 'Hidd Gate Cafeteria', 'name:en': 'Hidd Gate Cafeteria'}"
OpenStreetMap,node,1933515874,osm_node_1933515874,King Karak Cafeteria,,,bahrain,Muharraq,,,,26.2415145,50.6552219,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009312,"{'amenity': 'cafe', 'name': 'King Karak Cafeteria', 'name:en': 'King Karak Cafeteria', 'source': 'Kaart Ground Survey 2017'}"
OpenStreetMap,node,1934092525,osm_node_1934092525,Aseel Cafeteria,,,bahrain,Muharraq,,Ahmed Bin Majed Avenue,,26.2405059,50.6552633,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009329,"{'addr:street': 'Ahmed Bin Majed Avenue', 'amenity': 'cafe', 'name': 'Aseel Cafeteria', 'name:en': 'Aseel Cafeteria', 'source': 'Kaart Ground Survey 2017'}"
OpenStreetMap,node,1934092596,osm_node_1934092596,Karak Chapati,,,bahrain,Muharraq,,,,26.2248702,50.6333102,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009343,"{'amenity': 'fast_food', 'name': 'Karak Chapati', 'name:en': 'Karak Chapati'}"
OpenStreetMap,node,1934092655,osm_node_1934092655,Pizza King,,,bahrain,Muharraq,,,,26.2244476,50.6321544,1700555,,,,['pizza'],[],,,,,,,,,,,,,2026-07-17T01:47:44.009482,"{'amenity': 'restaurant', 'cuisine': 'pizza', 'name': 'Pizza King', 'name:en': 'Pizza King', 'phone': '1700555'}"
OpenStreetMap,node,1934092656,osm_node_1934092656,Quik Eats,,,bahrain,Muharraq,,,,26.2247796,50.6331433,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009507,"{'amenity': 'fast_food', 'name': 'Quik Eats', 'name:en': 'Quik Eats'}"
OpenStreetMap,node,1934092665,osm_node_1934092665,Sit Alsham,,,bahrain,Muharraq,,Ahmed Bin Majed Avenue,,26.2400606,50.655272,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009523,"{'addr:street': 'Ahmed Bin Majed Avenue', 'amenity': 'fast_food', 'name': 'Sit Alsham', 'name:en': 'Sit Alsham', 'source': 'Kaart Ground Survey 2017'}"
OpenStreetMap,node,1935236046,osm_node_1935236046,Al Toor Restaurant,,,bahrain,Muharraq,,,,26.2402595,50.6525965,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009536,"{'amenity': 'restaurant', 'name': 'Al Toor Restaurant', 'name:en': 'Al Toor Restaurant'}"
OpenStreetMap,node,1935236052,osm_node_1935236052,Malghoom Cafeteria,,,bahrain,Muharraq,,,,26.241881,50.6540094,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009549,"{'amenity': 'cafe', 'name': 'Malghoom Cafeteria', 'name:en': 'Malghoom Cafeteria'}"
OpenStreetMap,node,1935236055,osm_node_1935236055,Rivera Restaurant,,,bahrain,Muharraq,,,,26.2402732,50.6531654,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009561,"{'amenity': 'restaurant', 'name': 'Rivera Restaurant', 'name:en': 'Rivera Restaurant'}"
OpenStreetMap,node,1939400189,osm_node_1939400189,Al Ahali Sandwiches,,,bahrain,Muharraq,,,,26.2570211,50.6486465,,,,,['sandwich'],[],,,,,,,,,,,,,2026-07-17T01:47:44.009576,"{'amenity': 'cafe', 'cuisine': 'sandwich', 'name': 'Al Ahali Sandwiches', 'name:en': 'Al Ahali Sandwiches'}"
OpenStreetMap,node,1939400223,osm_node_1939400223,Al Qooti Juice and Sandwiches,,,bahrain,Muharraq,,,,26.2546209,50.6491518,,,,,['sandwich'],[],,,,,,,,,,,,,2026-07-17T01:47:44.009593,"{'amenity': 'cafe', 'cuisine': 'sandwich', 'name': 'Al Qooti Juice and Sandwiches', 'name:en': 'Al Qooti Juice and Sandwiches'}"
OpenStreetMap,node,1939400225,osm_node_1939400225,Al Sabah,,,bahrain,Muharraq,,,,26.2570912,50.6486027,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009609,"{'amenity': 'restaurant', 'name': 'Al Sabah', 'name:en': 'Al Sabah'}"
OpenStreetMap,node,1939400237,osm_node_1939400237,Albadgeer Restaurant,,,bahrain,Muharraq,,,,26.254831,50.645562,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009622,"{'amenity': 'restaurant', 'name': 'Albadgeer Restaurant', 'name:en': 'Albadgeer Restaurant'}"
OpenStreetMap,node,1939400243,osm_node_1939400243,Ammo Wahid Pizza,,,bahrain,Muharraq,,,,26.254766,50.6454286,,,,,['pizza'],[],,,,,,,,,,,,,2026-07-17T01:47:44.009640,"{'amenity': 'restaurant', 'cuisine': 'pizza', 'name': 'Ammo Wahid Pizza', 'name:en': 'Ammo Wahid Pizza'}"
OpenStreetMap,node,1939400247,osm_node_1939400247,Arabian World Kitchen,,,bahrain,Muharraq,,,,26.2588882,50.6453944,,,,,['kebab'],[],,,,,,,,,,,,,2026-07-17T01:47:44.009655,"{'amenity': 'fast_food', 'cuisine': 'kebab', 'name': 'Arabian World Kitchen', 'name:en': 'Arabian World Kitchen'}"
OpenStreetMap,node,1939400290,osm_node_1939400290,Durrat Arad Cafeteria,,,bahrain,Muharraq,,,,26.2486658,50.6438841,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009668,"{'amenity': 'cafe', 'name': 'Durrat Arad Cafeteria', 'name:en': 'Durrat Arad Cafeteria'}"
OpenStreetMap,node,1939400299,osm_node_1939400299,Hardy's Burgers,,,bahrain,Muharraq,,,,26.2569536,50.648719,,,,,['burger'],[],,,,,,,,,,,,,2026-07-17T01:47:44.009683,"{'amenity': 'fast_food', 'cuisine': 'burger', 'name': ""Hardy's Burgers"", 'name:en': ""Hardy's Burgers""}"
OpenStreetMap,node,1939400305,osm_node_1939400305,Just Baked Cafe,,,bahrain,Muharraq,,,,26.2551749,50.6454948,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009695,"{'amenity': 'cafe', 'name': 'Just Baked Cafe', 'name:en': 'Just Baked Cafe'}"
OpenStreetMap,node,1939400309,osm_node_1939400309,KFC,KFC,,bahrain,Muharraq,,,,26.2572433,50.6484864,,https://www.kfc.bh/,,,['chicken'],[],,,,,,,,,,,,,2026-07-17T01:47:44.009739,"{'amenity': 'fast_food', 'brand': 'KFC', 'brand:wikidata': 'Q524757', 'brand:wikipedia': 'en:KFC', 'cuisine': 'chicken', 'name': 'KFC', 'name:en': 'KFC', 'website': 'https://www.kfc.bh/'}"
OpenStreetMap,node,1939400333,osm_node_1939400333,Meelas Restaurant,,,bahrain,Muharraq,,,,26.2569905,50.6483282,,,,,['turkish'],[],,,,,,,,,,,,,2026-07-17T01:47:44.009756,"{'amenity': 'restaurant', 'cuisine': 'turkish', 'name': 'Meelas Restaurant', 'name:en': 'Meelas Restaurant'}"
OpenStreetMap,node,1939400337,osm_node_1939400337,The Pizza Company,The Pizza Company,,bahrain,Muharraq,,,,26.2587093,50.6454779,,,,,['pizza'],['Takeaway'],,,,,,,,,,,,,2026-07-17T01:47:44.009775,"{'alt_name': 'Pizza Company', 'amenity': 'fast_food', 'brand': 'The Pizza Company', 'brand:wikidata': 'Q2413520', 'cuisine': 'pizza', 'name': 'The Pizza Company', 'name:en': 'Pizza Company', 'takeaway': 'yes'}"
OpenStreetMap,node,1939400340,osm_node_1939400340,Pizza Hut,Pizza Hut,,bahrain,Muharraq,,,,26.2571596,50.6485522,,,,,['pizza'],[],,,,,,,,,,,,,2026-07-17T01:47:44.009793,"{'amenity': 'restaurant', 'brand': 'Pizza Hut', 'brand:wikidata': 'Q191615', 'cuisine': 'pizza', 'name': 'Pizza Hut', 'name:en': 'Pizza Hut'}"
OpenStreetMap,node,1939400383,osm_node_1939400383,Waad Cafeteria,,,bahrain,Muharraq,,,,26.2553184,50.6454788,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009808,"{'amenity': 'cafe', 'name': 'Waad Cafeteria', 'name:en': 'Waad Cafeteria'}"
OpenStreetMap,node,1941042366,osm_node_1941042366,Al Qanater Cafeteria,,,bahrain,Muharraq,,,,26.2558496,50.6401599,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009822,"{'amenity': 'cafe', 'name': 'Al Qanater Cafeteria', 'name:en': 'Al Qanater Cafeteria'}"
OpenStreetMap,node,1941042376,osm_node_1941042376,Wahran Restaurant,,,bahrain,Muharraq,,,,26.2508961,50.6431428,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009835,"{'amenity': 'restaurant', 'name': 'Wahran Restaurant', 'name:en': 'Wahran Restaurant'}"
OpenStreetMap,node,2091361112,osm_node_2091361112,Sehran Cafeteria,,,bahrain,Muharraq,,,,26.24646,50.6358256,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009848,"{'amenity': 'cafe', 'name': 'Sehran Cafeteria', 'name:en': 'Sehran Cafeteria'}"
OpenStreetMap,node,2091361113,osm_node_2091361113,Subway,Subway,,bahrain,Muharraq,,,,26.2560555,50.6360963,,,,,['sandwich'],['Takeaway'],,,,,,,,,,,,,2026-07-17T01:47:44.009865,"{'amenity': 'fast_food', 'brand': 'Subway', 'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'name': 'Subway', 'name:en': 'Subway', 'takeaway': 'yes'}"
OpenStreetMap,node,2091361114,osm_node_2091361114,Tiki Ming,,,bahrain,Muharraq,,,,26.2561744,50.6360963,,,,,['chinese'],[],,,,,,,,,,,,,2026-07-17T01:47:44.009879,"{'amenity': 'fast_food', 'cuisine': 'chinese', 'name': 'Tiki Ming', 'name:en': 'Tiki Ming'}"
OpenStreetMap,node,2092665709,osm_node_2092665709,Karami Restaurant,,,bahrain,Muharraq,,,,26.2545114,50.6292175,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009896,"{'amenity': 'restaurant', 'name': 'Karami Restaurant', 'name:en': 'Karami Restaurant'}"
OpenStreetMap,node,2092665710,osm_node_2092665710,My Pizza,,,bahrain,Muharraq,,,,26.255155,50.6323831,,,,,['pizza'],[],,,,,,,,,,,,,2026-07-17T01:47:44.009917,"{'amenity': 'fast_food', 'cuisine': 'pizza', 'name': 'My Pizza', 'name:en': 'My Pizza'}"
OpenStreetMap,node,2092665712,osm_node_2092665712,Twister Land,,,bahrain,Muharraq,,,,26.255066,50.632162,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.009931,"{'amenity': 'fast_food', 'name': 'Twister Land', 'name:en': 'Twister Land'}"
OpenStreetMap,node,2100214466,osm_node_2100214466,Adam Oven and Broasted,,,bahrain,Muharraq,,,,26.2553163,50.6327498,,,,,['chicken'],[],,,,,,,,,,,,,2026-07-17T01:47:44.009945,"{'amenity': 'fast_food', 'cuisine': 'chicken', 'name': 'Adam Oven and Broasted', 'name:en': 'Adam Oven and Broasted'}"
OpenStreetMap,node,2100214483,osm_node_2100214483,Burger Line,,,bahrain,Muharraq,,,,26.2551351,50.631438,,,,,['burger'],[],,,,,,,,,,,,,2026-07-17T01:47:44.009959,"{'amenity': 'fast_food', 'cuisine': 'burger', 'name': 'Burger Line', 'name:en': 'Burger Line'}"
OpenStreetMap,node,2100214486,osm_node_2100214486,Domino's Pizza,Domino's Pizza,,bahrain,Muharraq,,,,26.2587096,50.628507,,,,,['pizza'],['Takeaway'],,,,,,,,,,,,,2026-07-17T01:47:44.009976,"{'amenity': 'fast_food', 'brand': ""Domino's Pizza"", 'brand:wikidata': 'Q839466', 'brand:wikipedia': ""en:Domino's Pizza"", 'cuisine': 'pizza', 'name': ""Domino's Pizza"", 'name:en': 'Dominos', 'short_name': ""Domino's"", 'takeaway': 'yes'}"
OpenStreetMap,node,2100214488,osm_node_2100214488,Every Body Sandwiches,,,bahrain,Muharraq,,,,26.2569775,50.6336247,,,,,['sandwich'],[],,,,,,,,,,,,,2026-07-17T01:47:44.009990,"{'amenity': 'cafe', 'cuisine': 'sandwich', 'name': 'Every Body Sandwiches', 'name:en': 'Every Body Sandwiches'}"
OpenStreetMap,node,2100214492,osm_node_2100214492,Isa Cafeteria,,,bahrain,Muharraq,,,,26.2591925,50.6349655,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.010003,"{'amenity': 'cafe', 'name': 'Isa Cafeteria', 'name:en': 'Isa Cafeteria'}"
OpenStreetMap,node,2100214495,osm_node_2100214495,Kaifan Restaurant,,,bahrain,Muharraq,,,,26.2554749,50.6320119,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.010017,"{'amenity': 'restaurant', 'name': 'Kaifan Restaurant', 'name:en': 'Kaifan Restaurant'}"
OpenStreetMap,node,2100214501,osm_node_2100214501,OK Sandwiches,,,bahrain,Muharraq,,,,26.2560109,50.634641,,,,,['sandwich'],[],,,,,,,,,,,,,2026-07-17T01:47:44.010030,"{'amenity': 'cafe', 'cuisine': 'sandwich', 'name': 'OK Sandwiches', 'name:en': 'OK Sandwiches'}"
OpenStreetMap,node,2100214512,osm_node_2100214512,The Lebanese Oven,,,bahrain,Muharraq,,,,26.2563163,50.633805,,,,,['regional'],[],,,,,,,,,,,,,2026-07-17T01:47:44.010064,"{'amenity': 'restaurant', 'cuisine': 'regional', 'name': 'The Lebanese Oven', 'name:en': 'The Lebanese Oven'}"
OpenStreetMap,node,2112719620,osm_node_2112719620,Pizza King,,,bahrain,Muharraq,,Avenue 11,,26.2716713,50.605496,,,,,['pizza'],[],,,,,,,,,,,,,2026-07-17T01:47:44.010079,"{'addr:street': 'Avenue 11', 'amenity': 'fast_food', 'cuisine': 'pizza', 'name': 'Pizza King', 'name:en': 'Pizza King', 'source': 'Kaart Ground Survey 2017.'}"
OpenStreetMap,node,2127655642,osm_node_2127655642,Al Abraaj,,,bahrain,Muharraq,,,,26.2676457,50.6150579,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.010093,"{'amenity': 'restaurant', 'name': 'Al Abraaj', 'name:en': 'Al Abraaj'}"
OpenStreetMap,node,2127655656,osm_node_2127655656,McDonald's,McDonald's,,bahrain,Muharraq,,Avenue 20,,26.2670655,50.6153609,,,,,['burger'],[],,,,,,,,,,,,,2026-07-17T01:47:44.010110,"{'addr:street': 'Avenue 20', 'amenity': 'fast_food', 'brand': ""McDonald's"", 'brand:wikidata': 'Q38076', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'name': ""McDonald's"", 'name:en': 'McDonalds', 'source': 'Kaart Ground Survey 2017.'}"
OpenStreetMap,node,2127655658,osm_node_2127655658,Pasta Italia,,,bahrain,Muharraq,,,,26.2718342,50.6093082,,,,,['italian'],[],,,,,,,,,,,,,2026-07-17T01:47:44.010122,"{'amenity': 'fast_food', 'cuisine': 'italian', 'name': 'Pasta Italia', 'name:en': 'Pasta Italia'}"
OpenStreetMap,node,2249012690,osm_node_2249012690,Aseel Cafeteria,,,bahrain,Muharraq,,,,26.261908,50.6173988,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.010134,"{'amenity': 'cafe', 'name': 'Aseel Cafeteria', 'name:en': 'Aseel Cafeteria'}"
OpenStreetMap,node,2249012693,osm_node_2249012693,Dalaona Restaurant,,,bahrain,Muharraq,,,,26.2635734,50.6165951,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.010147,"{'amenity': 'restaurant', 'name': 'Dalaona Restaurant', 'name:en': 'Dalaona Restaurant'}"
OpenStreetMap,node,2258109839,osm_node_2258109839,Al Meeraj Plaza,,,bahrain,Muharraq,,Sheikh Khalifa Bin Salman,,26.2621138,50.6146468,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.010166,"{'addr:street': 'Sheikh Khalifa Bin Salman', 'amenity': 'cafe', 'name': 'Al Meeraj Plaza', 'name:en': 'Al Meeraj Plaza', 'source': 'Kaart Ground Survey 2017.'}"
OpenStreetMap,node,2258109857,osm_node_2258109857,Ashjan Cafeteria,,,bahrain,Muharraq,,Sheikh Khalifa Bin Salman,,26.2615383,50.6123392,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.010183,"{'addr:street': 'Sheikh Khalifa Bin Salman', 'amenity': 'cafe', 'name': 'Ashjan Cafeteria', 'name:en': 'Ashjan Cafeteria', 'source': 'Kaart Ground Survey 2017.'}"
OpenStreetMap,node,2258109864,osm_node_2258109864,Burger Land,,,bahrain,Muharraq,,,,26.2613754,50.6116121,,,,,['burger'],[],,,,,,,,,,,,,2026-07-17T01:47:44.010199,"{'amenity': 'fast_food', 'cuisine': 'burger', 'name': 'Burger Land', 'name:en': 'Burger Land'}"
OpenStreetMap,node,2258109885,osm_node_2258109885,KFC,KFC,,bahrain,Muharraq,,Sheikh Khalifa Bin Salman,,26.2616914,50.6121991,,https://www.kfc.bh/,,,['chicken'],['Takeaway'],,,,,,,,,,,,,2026-07-17T01:47:44.010242,"{'addr:street': 'Sheikh Khalifa Bin Salman', 'alt_name': 'Kentucky Fried Chicken', 'amenity': 'fast_food', 'brand': 'KFC', 'brand:wikidata': 'Q524757', 'brand:wikipedia': 'en:KFC', 'cuisine': 'chicken', 'name': 'KFC', 'name:en': 'KFC', 'source': 'Kaart Ground Survey 2017.', 'takeaway': 'yes', 'website': 'https://www.kfc.bh/'}"
OpenStreetMap,node,2258109888,osm_node_2258109888,Kudu,,,bahrain,Muharraq,,,,26.2613462,50.6113529,,,,,[],[],,,,,,,,,,,,,2026-07-17T01:47:44.010264,"{'amenity': 'fast_food', 'name': 'Kudu', 'name:en': 'Kudu'}"
