source,osm_type,osm_id,restaurant_id,name,brand,operator,country,city,district,address,postcode,latitude,longitude,phone,website,email,opening_hours,cuisine_type,services,price_range,rating,review_count,facebook,instagram,twitter,payment,internet_access,smoking,reservation,photos,google_maps_url,created_at,raw_tags
OpenStreetMap,node,485854079,osm_node_485854079,Rick's Cafe,,,Morocco,Casablanca,,Boulevard Sour Jdid شارع السور الجديد,,33.6049697,-7.6203619,+212522274207,https://www.rickscafe.ma/,,,[],[],,,,,,,,,yes,,,,2026-07-14T15:14:39.495319,"{'addr:housenumber': '248', 'addr:street': 'Boulevard Sour Jdid شارع السور الجديد', 'amenity': 'bar', 'drink:wine': 'served', 'name': ""Rick's Cafe"", 'phone': '+212 5 22 27 42 07', 'smoking': 'yes', 'website': 'https://www.rickscafe.ma/'}"
OpenStreetMap,node,516618709,osm_node_516618709,La Bodega,,,Morocco,Casablanca,,Rue Allal Ben Abdellah,,33.5952195,-7.6115725,,https://restopro.ma/bodega,,,['tapas'],[],,,,,,,,,,,,,2026-07-14T15:14:39.495509,"{'addr:city': 'Casablanca', 'addr:housenumber': '129', 'addr:street': 'Rue Allal Ben Abdellah', 'amenity': 'restaurant', 'cuisine': 'tapas', 'name': 'La Bodega', 'website': 'https://restopro.ma/bodega'}"
OpenStreetMap,node,516618742,osm_node_516618742,La Sqala,,,Morocco,Casablanca,,Boulevard des Almohades,,33.6028481,-7.619212,,https://restopro.ma/sqala,,,['moroccan'],['Wheelchair Accessible'],,,,,,,,wlan,,,,,2026-07-14T15:14:39.495613,"{'addr:city': 'Casablanca', 'addr:street': 'Boulevard des Almohades', 'amenity': 'restaurant', 'cuisine': 'moroccan', 'internet_access': 'wlan', 'name': 'La Sqala', 'website': 'https://restopro.ma/sqala', 'wheelchair': 'yes'}"
OpenStreetMap,node,516618748,osm_node_516618748,Pizza Hut,Pizza Hut,,Morocco,Casablanca,,,,33.5928474,-7.597267,,,,,['pizza'],[],,,,,,,,,,,,,2026-07-14T15:14:39.495661,"{'amenity': 'restaurant', 'brand': 'Pizza Hut', 'brand:fr': 'Pizza Hut', 'brand:wikidata': 'Q191615', 'brand:wikipedia': 'fr:Pizza Hut', 'cuisine': 'pizza', 'name': 'Pizza Hut', 'name:fr': 'Pizza Hut'}"
OpenStreetMap,node,566450742,osm_node_566450742,,,,Morocco,Casablanca,,,,33.5947799,-7.6129688,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.495694,{'amenity': 'pub'}
OpenStreetMap,node,566450810,osm_node_566450810,,,,Morocco,Casablanca,,,,33.5896864,-7.6265742,,,,,['italian'],[],,,,,,,,,,,,,2026-07-14T15:14:39.495725,"{'amenity': 'restaurant', 'cuisine': 'italian'}"
OpenStreetMap,node,770274905,osm_node_770274905,Chez Pépé,,,Morocco,Casablanca,,,,33.595533,-7.6454829,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.495759,"{'amenity': 'restaurant', 'name': 'Chez Pépé'}"
OpenStreetMap,node,1246675535,osm_node_1246675535,,,,Morocco,Casablanca,,,,33.5999101,-7.6174265,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.495788,{'amenity': 'restaurant'}
OpenStreetMap,node,1284530297,osm_node_1284530297,Au 19 Heure,,,Morocco,Casablanca,,,,33.5827625,-7.6112767,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.495821,"{'amenity': 'cafe', 'name': 'Au 19 Heure'}"
OpenStreetMap,node,1339080540,osm_node_1339080540,Maeva,,,Morocco,Casablanca,,,,33.5957256,-7.5933532,,,,,['coffee_shop'],[],,,,,,,,wlan,,,,,2026-07-14T15:14:39.495861,"{'amenity': 'cafe', 'cuisine': 'coffee_shop', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'name': 'Maeva'}"
OpenStreetMap,node,1464269335,osm_node_1464269335,,,,Morocco,Casablanca,,,,33.5923152,-7.5921842,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.495889,{'amenity': 'bar'}
OpenStreetMap,node,1464269339,osm_node_1464269339,,,,Morocco,Casablanca,,,,33.5924515,-7.5954887,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.495918,{'amenity': 'cafe'}
OpenStreetMap,node,1464269345,osm_node_1464269345,,,,Morocco,Casablanca,,,,33.5923666,-7.595596,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.495944,{'amenity': 'cafe'}
OpenStreetMap,node,1464269346,osm_node_1464269346,,,,Morocco,Casablanca,,,,33.594621,-7.5934475,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.495970,{'amenity': 'cafe'}
OpenStreetMap,node,1464269358,osm_node_1464269358,Sampione,,,Morocco,Casablanca,,,,33.5928563,-7.5971409,,,,Mo-Su 08:00-22:00,[],[],,,,,,,,wlan,,,,,2026-07-14T15:14:39.496010,"{'amenity': 'cafe', 'internet_access': 'wlan', 'name': 'Sampione', 'name:fr': 'Sampione', 'opening_hours': 'Mo-Su 08:00-22:00', 'wifi': 'no'}"
OpenStreetMap,node,1464269362,osm_node_1464269362,,,,Morocco,Casablanca,,,,33.5926705,-7.5961807,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.496037,{'amenity': 'cafe'}
OpenStreetMap,node,1464269368,osm_node_1464269368,Mahboub محبوب,,,Morocco,Casablanca,,,,33.5921991,-7.5923586,,,,Mo-Su 09:00-18:00,"['sandwich', 'kebab', 'pizza', 'chicken', 'sausage']",[],,,,,,,,,,,,,2026-07-14T15:14:39.496088,"{'amenity': 'fast_food', 'cuisine': 'sandwich;kebab;pizza;chicken;sausage', 'name': 'Mahboub محبوب', 'name:ar': 'محبوب', 'name:en': 'mahboub', 'name:fr': 'Mahboub', 'opening_hours': 'Mo-Su 09:00-18:00'}"
OpenStreetMap,node,1464269385,osm_node_1464269385,Snack Essaada,,,Morocco,Casablanca,,Boulevard Émile Zola,,33.5936543,-7.5974637,,,,Mo-Su 09:00-21:00,"['international', 'sandwich', 'kebab']",[],,,,,,,,,,,,,2026-07-14T15:14:39.496142,"{'addr:city': 'Casablanca', 'addr:street': 'Boulevard Émile Zola', 'addr:street:fr': 'Boulevard Émile Zola', 'amenity': 'fast_food', 'cuisine': 'international;sandwich;kebab', 'drive_through': 'no', 'name': 'Snack Essaada', 'name:fr': 'Snack Essaada', 'opening_hours': 'Mo-Su 09:00-21:00'}"
OpenStreetMap,node,1464269393,osm_node_1464269393,Paradisio,,,Morocco,Casablanca,,Boulevard Émile Zola,,33.5938278,-7.5969183,,,,,['international'],[],,,,,,,,,,,,,2026-07-14T15:14:39.496182,"{'addr:street': 'Boulevard Émile Zola', 'amenity': 'restaurant', 'cuisine': 'international', 'name': 'Paradisio', 'name:fr': 'Paradisio'}"
OpenStreetMap,node,1464276479,osm_node_1464276479,,,,Morocco,Casablanca,,,,33.5920315,-7.5973448,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.496209,{'amenity': 'cafe'}
OpenStreetMap,node,1464276497,osm_node_1464276497,,,,Morocco,Casablanca,,,,33.592036,-7.5975808,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.496234,{'amenity': 'cafe'}
OpenStreetMap,node,1464579525,osm_node_1464579525,,,,Morocco,Casablanca,,,,33.5916786,-7.5917569,,,,,[],[],,,,,,,,,,,,,2026-07-14T15:14:39.496260,{'amenity': 'cafe'}
